id	name	estdate	icon	score	about	factions_id
576	derankme	2015-06-02	AQ4OBAAwABAAAAAABVUAAH/QAAetAAB60AAHrQAAetABV61UF/r9QF6rUAF61AAF9QAAFUAAAFAA	0	^	
577	Aztecs	2015-06-03	AQ4OBAAwPxUAAAAAACAABUr/AESv8AVK/wAAr/AqoKoAqgqoAApVADClUAzKVQAwpVAACAAAAAAA	0	The last and the best	
578	Vikingss	2015-06-04	AQ4OBAA/KjAAAAABAAAEFAABQUAAFDQAAcNQAFw1AAXA1AFwDUAXADQBwANQXAANVwAANcAAAAAA	0	Mo Vikings Mo Problems	
579	Russians	2015-06-04	AQ4OBAAIDgcAAAACqPKoJb/lgn9f2CuQboD2qfA9L4fD0vh8D2qfArkG6Cf1/YJb/lgqjyqAAAAA	0	.RU	
580	theothers	2015-06-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	we fight for us.	
581	Clan-Hook	2015-06-04	AQ4OBAAwDAdVUFVVVFFVVRBFVVFUVVFFFFUFBQVUFUFVUFBVVUAVVVUFVVVAFVVQUFVUFUFVBVUF	0	Viva La Hooks!	
582	SinsOfSalem	2015-06-04	AQ4OBAAwBBD6qqq+6qqv66qru66q6666urq5Vq6qequqpurqqlW6qru2qq6uaqurt6rqVa6uqqq/	0	Sins That go back...	
583	TriumphPros	2015-06-05	AQ4OBAA8ED8AAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Warriors Of The Elite	
584	Slayers	2015-06-06	AQ4OBAA8MAKj//xaj/8VKj/FTKjxU8KgVDxIYSPFGYo8YmRjyEkhPBUKg8VPKjFT/KgE//IAP//A	0	Slaying is life	
585	FISTERs	2015-06-06	AQ4OBAA8PwBVVVVVVVVVVVVVVVVVVVXd31V7u7VXu7tVf7u1Xru7V6u7tXr//1f6qtVXqq1Veqq1	0	We FIST in yo face!	
586	Mexican_Hombres	2015-06-06	AQ4OBAAwDAdVQCqlVAKqVUAqpVQCqlVAKqVUAqpVQCqlVAKqVUAqpVQCqlVAKqVUAqpVQCqlVAKq	0	We Dont Hate Them	
587	WatchMeWhip	2015-06-06	AQ4OBAA/DgEAAAADVVVcDa+nANuucDW/5cDb/nADb5wA3/9wNW+VwNb5cA/VfwD1VfAD//wAAAAA	0	Now watch me nae nae	
588	The_jrs	2015-06-06	AQ4OBAAWDDRWqqv1aqq/Vqqr9Wqqv1QAA/Vqgr9Wqiv1aqK/Vior9WCiv1aAK/Vqqr9Wqqv1aqp/	0	the jr RULE ALL	
589	LeRagnatele	2015-06-08	AQ4OBAA/DDCqlX/6qVf/qpV/+qlX/6qVf/qpV/+qlX/6qVf/qpV/+qlX/6qVf/qpV/+qlX/6qVf/	0	sempre di filatura	
590	SpaceKings	2015-06-08	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAVQABBpBAVGkVFVVVVVVVVVVVVVVVVVV	0	Kings of Space	
591	THE-MONGOLS	2015-06-08	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	AT-EM-ALL	
592	MasoveEmpire	2015-06-08	AQ4OBAAPAD/////9VVVX0AAAfRVVR9EABH0RVEfREER9EQRH0RVEfRAAR9FVVH0AAAfVVVV/////	0		
593	aLanstar	2015-06-08	AQ4OBAA6FQ4AAAAD6r/8N6VVw1VpeDW35oNtl2g22pWCVqecKdZ5wpveXC1pVcNVWtw//qvAAAAA	0	Shine like a star	
594	Salem	2015-06-08	AQ4OBAA/DBH/wD///FP//8U///xT///FP//8U///xT//AFAP8VVU/xVVT/AFAP/8U///xT///AP/	0	Organized Chaos.	
595	XENO	2015-06-08	AQ4OBAAjHDg/8KADDCgPBRIFMESFE4EQRPoU8RMoMMgAIwwoxE8UrxEEQsRSEQxQhFDwKDDACg/8	0	Alien Heaven	
596	KUWAIT	2015-06-09	AQ4OBAAwCT/////8qqqrwqqqvAqqq8AqqrwA///AD//8AP//wA///AFVV8BVVXwVVVfFVVV/////	0	only arabian gulf	
597	Predators	2015-06-09	AQ4OBAAVADRVVVVWlVVpZVqll1b/nWW+uZdvr51lv+WXb/ldZbpVl1uVXWb+VZZblVlpZVaVVVVd	0	Feed on our enemies	
598	haha	2015-06-10	AQ4OBAAwDD//////8////D///8P///w////D///8AA//wAA//D/D/8P8P/w/w//P/P//////////	0	come join and have fun;)	
599	infinitezero	2015-06-10	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	still zero	
600	Tournaments	2015-06-12	AQ4OBAADPzT////+VVVb1W+VfZv+Z+W/5b6a+mv6v+r+6/677v/7vur6u/r/+v66quv/////////	0	Tourneys!	
601	FilateursWeb	2015-06-12	AQ4OBAAwPwP/6pVf/qlV/+qVX/6pVf/qlV/+qVX/6pVf/qlV/+qVX/6pVf/qlV/+qVX/6pVf/qlV	0	toujours tourner	
602	thelostsoul	2015-06-13	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	speak mind always	
603	TKR	2015-06-13	AQ4OBAArPzAAAAAAqqqgAMowA/+v/AA6wAzwoPP/+v///6//8Mow/wyjD//6//AwoMD/+v/wAAAA	0	True Knights Return	
604	Snipers	2015-06-13	AQ4OBAADMAxVVVVVVVVVaqWqllVZWWVVlZZVWVllVZWWqlqpVWWVVVZZVVVllVaqWVVVVVVVVVVV	0	"WE ARE FAMILY WE HUNT"	
605	Atlas	2015-06-16	AQ4OBAACMD8AAAAAAAAAAAAAAAAAAAFAFAAUAUAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Positive balance	
606	War-Lords	2015-06-16	AQ4OBAAwDAcAAVVQABVVEBEVUQEQVRARBVEBEFUQEQVRARBVEBEFUREQVRVRABBEEAAAAVVQABVV	0		
607	MERCS	2015-06-16	AQ4OBAAyPxKqqqqqqqqqqv66qru/+q/vr6rv77qvu/+qrqLqooooqgAAAoBERCoAAAqqqoqqqqqq	0	Fight......... How Much?	
608	Jukes	2015-06-16	AQ4OBAAwDAEAAAAAAAAAAVQAAFVQAAV/wABf/6AB//qAA/6gAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Always Juking	
609	FallenAngels	2015-06-16	AQ4OBAAgAD///////////r/r/6r6r+qqqr6qqqvqr6q+qfqr6n/qvqf9q9n/9n9f/1/9//f/////	0	Fear doesn't control us.	
610	Chaos_Theory	2015-06-16	AQ4OBAAAPyCqqqqqq/6qpW+VqVX1VpVVVWpfX1qpX1aqVfValV9VaV9fVqVVVaqWqWqqqqqqqqqq	0	Trillion butterflies	
611	RainDark	2015-06-17	AQ4OBAAwPwSqqqqoAAACgAAAKP//8ow/wyjD/DKP8P8o/w/yv///69Wlfr1VV+vVVX6////qqqqq	0	Electrical Union	
612	EuroCore	2015-06-18	AQ4OBAATFTwAAAAAAAAAAZVkAFkGUAGAJAAKCgAAiiAAKAKAAaCkAFShUACqoAAIAgAAAAAAAAAA	0	Victory is our tradition	
613	Cheaters	2015-06-18	AQ4OBAAwDAcAAAAAKqqACoAoAqACgCgAAAKAAAAoAAACgAAAKAAAAoAAACoAKACoAoACqqgAAAAA	0	Aint Cheating Aint Tryin	
614	Applekingdom	2015-06-18	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1AqgPVWq/9VYL/1Vqv/RWq89BarD1Aqg/VQAP9Var/1Vqv/	0	be together war together	
615	DemonBorn	2015-06-19	AQ4OBAAwPwPwAAD8KqqDyooqPwgCD8AAADfAAD1cwDNdT/8X8O+w/z//z/PPPP1AABdfX19X1/19	0	demons of galcon	
616	Phoenix	2015-06-19	AQ4OBAAwNDEAAAAAAAAAEAAAAUAAFBUABUBQAFAFRRUAVVVAAVVUAAVVAAAFAAAAAAAAAAAAAAAA	0	Once upon a time....	
617	BaguetteFR	2015-06-19	AQ4OBAAwDAcAFAVAAEFAAAVUABVVVAUBQFBAFAEUBUARAERVUBVUFVVBAUFAEBVQAUEUAAVQVVVA	0	Viens on est bien	
618	Tournements	2015-06-19	AQ4OBAAwDAdtteeW2655AA8AAABQAAAKAAAA8AAABQAAAKAAAA8AAABQAAAKAAAA8AAABQAAAKAA	0	Tornement=Galicon	
619	GALAXYMONSTR	2015-06-20	AQ4OBAAwBw0AAAAD///8P///w6//rDq/6sP6+vw////D5VW8Oppqw5ZZbDWVZcOqqqw+qqvAAAAA	0	Galaxy Monster	
620	Sayddib	2015-06-20	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Sayedib	
621	wingman	2015-06-20	AQ4OBAAwDAMAAAAAAPAAAA8AAADwAAg/wQCD/BAqP8VAA/wAAP/wADf+wA927wP1Cvw/8P/D/w/8	0	fliegen- siegen	
622	KZ-Kingdom	2015-06-20	AQ4OBAAwDAdQAUAFAFAAUBVVVQVVVVVFVVVQABVUAAVFUAFQUUBUBQUVAFAVUAUAVVVQBVVVAAAA	0	We Will Fight With KZ	
623	GhostClan	2015-06-21	AQ4OBAAwDAcAAAAAAAAAAAAAABAAQAFAFAAUAUAAAAAAFVVAARBEAAAAAAEQRABVVVAAAAAAAAAA	0	GC	
624	Tactical_AFK	2015-06-21	AQ4OBAA9FQAAVVAAFVVABVVVAV9fVFX19VVVVVVVVVVVVVVVX1VfVX1X1RX/9UBVVVABVVQABVUA	0	we usually go afk	
625	Panda_Clan	2015-06-22	AQ4OBAAwDAcAAAAAAAAAAFVUAAVVQABQFAAFAUAAVVQABVVAAFAAAAUAAABQAAAFAAAAAAAAAAAA	0	Rar!!!!!!!!!!	
626	Fightheads	2015-06-23	AQ4OBAADPwNVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Struggles with brains	
627	Rigged	2015-06-24	AQ4OBAAwDAcUAAABUAAAFQAFQVBFRBUAEUFABVAQBFQBAEQAFARAAVREABAAQAAAAAAAAAAAAAAA	0	Rigged game is rigged	
628	SHIP_WRECKER	2015-06-25	AQ4OBAAgNAD////9VVVX1qqpfaqqp+pqmr6VpWvqWlq+qqqr6WqWvqapq+qVar+qqq/+qqv/////	0	HAVE FUN Jk Win	
629	HIHI	2015-06-26	AQ4OBAA8DAcAAAABBEREEEBEAQRERBBEREEEREQVRFRBBEREEEREQQRERBBEREEEREQQRERAAAAA	0	ENJOY YOURSELF	
630	YoungFarts	2015-06-26	AQ4OBAAgPAL/////u6ur+7v7/6urv/77+//vv6v//////////vq6v6/7u+v6u7+v+7v++rq/////	0	{ <30? Farting Forever }	
631	Valence	2015-06-26	AQ4OBAAvAyAB6tagetV/FoVecaVnnwlpZ/JYWXOm1t9/NbfnyWl1clpfXxqX1/CP9fsoFaLyAAgg	0	Key to bonds	
632	Killas	2015-06-26	AQ4OBAAgPwIAAAABAZAUJN3GQZJhmCZEZkGZmZw2ZmfD2dn8P2Z/w/2f/D9mf8PZmfw2ZmfAAAAA	0	killers	
633	Tron	2015-06-27	AQ4OBAAPAT/////9qqqn9qqp/9Wlf//af//9p///2n///af//9p///2n///af//9p///1X//////	0	Fight for the users.	
634	Flame	2015-06-27	AQ4OBAA/ACAVUVVEVQVRVRRFVUwDFVM/zFVOqxUE77EEDvsBVOqxVTP8xVTAMVVRFFZFUFURVUVk	0	Fire	
635	Nuggets	2015-06-28	AQ4OBAABGzgAAAAAAAAAAAAAA/w8PD/x88PNJ/w8Yp/Dyip8NKKpwYoqpCqiioKoKCgAAAAAAAAA	0	Denver Nuggets 2015-16	
636	OMEGA	2015-06-28	AQ4OBAAwAT8AAAAAAAAAAAAAAAAAAC7lVUO7//wu5VVDu//8FVVVQ////BVVVUP///wVVVVAAAAA	0	never back down	
637	Valkyrie	2015-06-29	AQ4OBAA/ASC/0L/S9AL0L0AvQvQC9C9AL0L0AvQvQC9C9Qr0L9a/Qr//1Ar/9QAr/UAAqVAAAAAA	0	Ragnarok	
638	ParkoGalaxy	2015-06-29	AQ4OBAAPPzBzCgztDKMLBDrCDBCggzBKIMDCqDCqr6qqqvqqDCqDAwihDMIKBDCDrBDgyjB7MKDN	0	welcome	
639	naynay2	2015-06-29	AQ4OBAA/MA/T75B3T6cdnTXHbnTx23nadtnnXbbnn22+efbbnnXbZ52nbedvnbnbXnZ22nndtvnn	0	do da naynay	
640	Anomaly	2015-06-30	AQ4OBAAVPzEAAAAAAAAAAFBQABUFQAVglQBaClAAAAAAAAAABaClAFYJUAFQVAAFBQAAAAAAAAAA	0	Singular but whole.	
641	Spartaaaa	2015-07-01	AQ4OBAAaMAFVbqqmq1/+atp/5rb5/m215+ttV5621l5223nn22557W2eftW3n+1W5/7VWf/v/3qq	0	WE ARE SPARTA!WE CONQUER	
642	Legends	2015-07-02	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAKoBD/qgFP+qFU/6oBT/ggEMMAAAAAAAAAAAAAAAAAAAAAAA	0	We turn green into blue!	
643	zebruken	2015-07-03	AQ4OBAAwDAe7u7u9VVVWlVVVfU7tUpO7VLzu1S67tUu+7VLuu1S7vtUu5rVLuX1VVVaVVVV+7u7u	0	Exclusive clan of 1	
644	Ultimate1337	2015-07-03	AQ4OBAAwDAcAAAABAQVQEBBAAQEFUBAQAQEBBVAVUAAAABAQAAEEAAARAAABRAAAEBAAAQBAAAAA	0	U$K	
645	Dark_Legion	2015-07-04	AQ4OBAAwDAcAAAAAAAAAAAAAAVQFABVQUAFFRQAUFFABQUUAFFRQAVUFVBVAVUAAAAAAAAAAAAAA	0	Join the Dark side !	
646	piovera	2015-07-04	AQ4OBAAwDAdVVVVVVfVVVX/VVVddVVV/1VVX/VVVf9VVV/1VVX/VVVf9VV///1X///Vf//9V///1	0	YE YE YE	
647	Wolverine	2015-07-04	AQ4OBAAwDAcwAADDAAAMPAADw/AA/D///8PAADwPoK8APAPAAPDwAD//wAAfQAABBAAAEEAAAAAA	0	play as a wolf	
648	Old_Order	2015-07-04	AQ4OBAAwDAcAKoAAKqqACgAKAlAAWCQQQYlBVBaUBQFpQFAWlAUBYlBQWCVVVYCVVWAClWgAAqgA	0	Dont give up we will win	
649	Bam	2015-07-04	AQ4OBAAgPwEAAAAAAVAAAVVQAFVVQAWpqAFa2tAVqakBVVVQFVVVAVVVUBVVVQEFFBAAAAAAAAAA	0	!!!	
650	Kodan-Armada	2015-07-04	AQ4OBAA/IAAAAAABYBVYFoVWAWlagBZaAAFWAAAVWAABZWAAFpWgAWgVgBaAVgFoBVgWABVgAAAq	0	Destroy The Frontier	
651	ALIENBANANA	2015-07-05	AQ4OBAAwED3/AAAPwAAA8AAqDAACoAAAKgAAAqD8AP8P///wP//8AP//AAP/wAAAAAAAAAAAAAAA	0	WE WILL PEEL YOU!	
652	Allience	2015-07-06	AQ4OBAAyDBUAAAAA/APwPXDXw2n2nDblucDbrnADb5wANvnADbrnA25bnDafacPXDXwPwD8AAAAA	0	Have Fun and Help Others	
653	AyerHedz	2015-07-06	AQ4OBAAPDw9VVV/1VVVXXAAP98AA/1z8D/f/A/9VcP/1Vw//VXP/9VX//1VQ//VVD/9XX//1Vqv/	0	Duh!	
654	Poker	2015-07-06	AQ4OBAAwKj+qqqqqiqZqoClVqACVWoAKVqqKqaqgKqqqqqgqqaqCqlaAApVYACpWqCqpqgCqqqqq	0	Game poker	
655	IMMORTAL	2015-07-07	AQ4OBAAwPwcAAAAAAAAACqqqAIAAAAiqqgCIACAIiqIAiAIgCIAiAIqqIAgAAgCqqqAAAAAAAAAA	0	Do you even kno de wae?	
656	GoozyGoody	2015-07-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Best friends!	
657	Shadowmoon	2015-07-07	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Yol	
658	Pajeczyny	2015-07-07	AQ4OBAAwDD/////////////////////////////////1VVVVVVVVVVVVVVVVVVVVVVVVVVVVVVVV	0	zawsze tkactwo	
659	Vision	2015-07-08	AQ4OBAAVKj9VYAAFWAAIVgqAhYJWCGCUWIgpAYgCXNiAJQGICUAYgJQBiClAaIJQBgglAGCCUAYI	0	#Royalty	
660	Reclaimers	2015-07-09	AQ4OBAA/IBIAAAAAVVVQFAABQQEEBBBAEEEQUEQRGkRBEaREEQUEQQQBBBAQQEFAABQFVVUAAAAA	0	beginers always welcome	
661	HyperGuardzz	2015-07-10	AQ4OBAAhEjMAAAAAAAAAAFVAABQFQAUABQFBUAQQKVwRAarBEBqsEQGqwVQarBFQqwEBUABAAFVU	0	Never drop a Player	
662	Vandal	2015-07-10	AQ4OBAAwDAcAAACAU7iICloMAFLgKCYuEgWSbAg1+MBAVo4jpWgGA2A/8A6KiAAIMA7AVIiAwwwA	0	Face your fears	
663	UNSC	2015-07-10	AQ4OBAAwDAcAAAAAAACAAIAIAAoAoAAgAgACACAAAAIgIAAKAIACgAKAIAAKCgAAKoAAACAAAAAA	0	bananas@US.corn	
664	pop	2015-07-11	AQ4OBAA7PyMAAAAAAAAAAAAAAAAAACoKCoIiCIgiIIiCogioIAoIAAAAAAAAAAAAAAAAAAAAAAAA	0	YOYO	
665	URAINATION	2015-07-12	AQ4OBAAwDAdEUFER2QZ0FZBlRdkGdRWVZUXaqnUVQBVF2gZ1FZhlRdkmdRWQpUXZBnUVQBVEBAEB	0	support the syrup cause!	
666	Darkness	2015-07-12	AQ4OBAAwDAcAAAAAAAAAAAAAABQBQAFQVAAAAAAAAAAAVVVQBVVVAFVVUAVVVQAVVUAAFUAAAAAA	0	Join new clan Vision!	
667	Funatics	2015-07-12	AQ4OBAAwPACqqqqqqV6qqlXqqpV6qqVeqqlXp6qleXqqlVeqqlXqqqleqqqleqqqleqqql6qqqqq	0	Reckless & Rankless	
668	USSR	2015-07-12	AQ4OBAACID8AAAAAUKBQFSqFQUKoFBSvoVWr/qVq//qWr/+pWr/qUUr6FBQqgUFSqFQFCgUAAAAA	0	Ukr Bel Rus Kaz & CO	
669	High_Rollers	2015-07-12	AQ4OBAAAMT8AAAAAAAAAAAAAAAAAAAKAKAAoAoAAAAAAAAAAAAAAAAAAAAAAAAAAAAEAAAAQAAAF	0	Take A Chance;)	
670	The-Elite	2015-07-13	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	the few the proud	
671	wyehfh329	2015-07-13	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
672	Galaxy_Gods	2015-07-15	AQ4OBAAgMTwAAAAAAAAAAAAAABVVAAAEAAAAQUAABFQAAERAAAQEAABAQAEEBAAQQEABVFVAAAAA	0	A God amongst men	
673	Jedi-Knights	2015-07-16	AQ4OBAAAMB0AAAADwBAIDwACgDwwoADwKAADygAEz8wAAPwADSnwAApXwAKXXwClVXwpVVX6VVVX	0	Keepers of the peace	
674	galcon	2015-07-16	AQ4OBAANNQ9e2vr76dqZ9f++5tl6/Vl/fXbaZ2nf9db722dpf77renX7rV+n1vbl3d3/q9v153ru	0	nobody took this name...	
675	Swag	2015-07-17	AQ4OBAALPzFVBQVVQFAVUBVAVAVVAQHVdABXDVBVShVVVKFVBXDVAB1XQEBVUBUBVAVUBQFVUFBV	0	What are those?!?!	
676	N1ga_PLEASE	2015-07-17	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	I want to be banned	
677	anonymous	2015-07-17	AQ4OBAA/MRy8AADrwAAOgAVACwURQrEFQSsVRVKxVFUrAFQCvEAE68VVTr8UU+vwRD6wQAQoCqqC	0	hax	
678	Evolutionz	2015-07-17	AQ4OBAA0PDgAAAAOedtsnntth55ttOedtsnntth55ttOedtsnntth55ttOedtsnntth55ttAAAAA	0	Find your Evolution	
679	berserk	2015-07-18	AQ4OBAAMAAAAAAAAAAAAAAAAAABAAABEQAAURQABBBAAEAEAAUBQAAVUAAAAAAAAAAAAAAAAAAAA	0	craze leads every war	
680	SkyCom	2015-07-19	AQ4OBAA0Aj//////+qr//r/r/61Xr/vf/v+9/+/71X7/v/fv+/9+/61Xr/6/6//6qv//////////	0	Syncrohex Skycom	
681	Bored	2015-07-20	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	bored	
682	WereWolf	2015-07-20	AQ4OBAA/ICQAVVAAH19AB//9ABzzQAcQTQAc80AB//QAHqtAAHrQAAH0AAAFAAAAAAAAAAAAAAAA	0	We will Bite you !	
683	DarkSide	2015-07-22	AQ4OBAAwDAdVVVVVVVVVVVAVVVUUVVVRRVVVFFVVUUVVVRRVVVEFVVUBVVVVVVVVVVVVVVVVVVVV	0	feed your wild side	
684	fighter	2015-07-22	AQ4OBAAwDD+qpf/6qlf/qqFf+qAFX6oAFfoqAFWAKAFfwKAA/wIAJfwoClfwoqVfwqpVfyqlV/qq	0	we will be unstopable	
685	SilverLegion	2015-07-25	AQ4OBAA/KgcAAAAAAUQAAGmQABvuQAbXeQG11eQG2t5Bt6eQG1deQG3XkAG75AAGaQAAEUAAAAAA	0	Only The Strong Survive	
686	Dreamteam	2015-07-25	AQ4OBAAwDAdVar/3////dVVV93//33f//fd//993//33f//fd//993//33f//fdVVV9////1Vqv/	0		
687	ggzaaz329	2015-07-25	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0		
688	RetiredCat	2015-07-28	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0		
689	SpicyVipers	2015-07-28	AQ4OBAAwHAAAAAABQAAUFQAFQFQBUAFQVAAFVQAAFUAAAVQAAFVQABUFQAVAFQFQAFQUAAFAAAAA	0	!Going out of commision!	
690	EGYPT	2015-07-29	AQ4OBAAwDAcAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAAA	0	Your Galaxy R Belong 2Us	
691	Darkotic	2015-07-29	AQ4OBAAAHwCqr6qqqPKqpo8poljyWCaPKYKo8qgKDwoAA/wAAAAAAgKAgKCoIggIiiCKioKKgKAI	0	Dark is good sometimes..	
692	Hibernators	2015-07-29	AQ4OBAAVBwC////iVVVYCqqqAahSpHrgut2Lrid5L4bdkvhneLri3a4Lp0qFKhCqqqAlVVWL///+	0	Broke and Bored	
693	Warlords	2015-07-29	AQ4OBAAwDAdVVVVVVVVVVVVVVUAAAVVVUBVVVAVVVQFVVUBVVVAVVVQFVVUAABVAAAVVVVVVVVVV	0	war war, not jaw jaw	
694	OTAKU	2015-07-30	AQ4OBAAwPAKqqD/6qg//qoP/+qD//ag//1oP/9WD//VQ//1VP/9VX//VVf/1VV/9VVf/VVX/1VV/	0	Noblesse Oblige	
695	GentleHens	2015-07-30	AQ4OBAAvJDEAAAAAP//8AplqQBGkVAFqlUAamlwCqqfAqqCcAAAlQBSpVAFUFUAVVVQAVVUAAAAA	0	Come home to roost.	
696	XENO-2	2015-08-02	AQ4OBAA/ACAAAAAAAAAAIIAggKgCoCvgvoC+C+ACgCgAIACAAAUAAAFUAABQUAAkUYAAkGAAAlgA	0	Always Waiting	
697	Yoda	2015-08-03	AQ4OBAA/HSQAAAAAAAAAACqAAAqqACq66oCqqqAAr6AAAqgAAV9UAFX1UBVfVUFF9RQoX1KAFfVA	0	Powerful You Have Become	
698	ALIENAPPLE	2015-08-03	AQ4OBAAwDCRVQAAFUACgVA8qBQD6gEAPoAAB9AAAVVAAFVVAAVVUABVVQAFVVAAFVQAAFUAAAAAA	0	APPPPPPLLEEEE	
699	PpRoAwDeOr	2015-08-03	AQ4OBAA8IAKqqqqp///Sv//8K9X/Dr1fwyvV8MK//DCr/wwqv8MKq/DCqrwwqqkMKqqDCqqqqqqq	0	ARMY of 2. two. II. dos.	
700	Amoeba	2015-08-04	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	A massinha de brincar	
701	Invasion	2015-08-06	AQ4OBAAVHz/////+v///6v///6v///6v///6v///6vX//6Vf//1X///Vf//1Vf//X1f///1/////	0	chain/beast	
702	KittyHawks	2015-08-06	AQ4OBAAxPBL////+v///7d93/11XX/XVdf9dV1/1XVX/V9Vf9V11/11XX/XVdf/d93//////////	0	Furry and Fast	
703	Pizza	2015-08-07	AQ4OBAAwPAwAAAACqqqoKa6agqqqqCuqqYKqbqgmqq6CrqqoKq5rgpqqqCqapoLqmqgqqqqAAAAA	0	Very yummeh!	
704	StarFruits	2015-08-07	AQ4OBAAwOD0AAAAAEAIAAAoDAML4AAC/4AKv/6gv//+Av//gAv/4Awv+CAL6+AIuC4ACgCgAAAAA	0	Only the Fruitiest	
705	FastLane	2015-08-07	AQ4OBAAwDAcAAAAAAAAAD/DAAMAMAAwAwAD/DAAMAMAAwAwADADAAMAMAAwA/wAAAAAAAAAAAAAA	0	Where Tournis Get Run	
706	StaredWars	2015-08-08	AQ4OBAAwDDwAAAAAAAAAAAAAAADAAAA8AAAD8AAA/8AAAz8AADAAAAMAAAAwAAAPAAAAwAAADAAA	0	Have fun playing.	
707	Nuts	2015-08-08	AQ4OBAAwIAz/////////8FVQ/wFVT/IFVP8oFU/yoFT/KoFP8qoE/yqoD/KqoP8Kqo//////////	0	ONC	
708	Murdarous	2015-08-08	AQ4OBAA/DA9SERIRpVWkBUVFAFVVUAUUUQBQVBAFQAUAFVVA/fH3//MM/6jw8qovD4pa8PpVrw+l	0	Hit @R Get Hit	
709	Kamikaze	2015-08-08	AQ4OBAAwATyqqqqqgAAqoVVUqFVXUh1/V0dX//0dVV9IdVVSof/UqoVVKqofSqqoUqqqoKqqqqqq	0	Ready to die	
710	RougeHeroes	2015-08-09	AQ4OBAAwDAcAAAAAAEAAP8UzwwxTDDDFP8P8UwwzBTDDPFM8ABUAAAVVAAAFAAAAUAAAFUAAAAAA	0	We Live To Fight	
711	TheLoneWolf	2015-08-10	AQ4OBAAwPxAAAAAADw8AAAAAAAUFAAFQVAAAAAAAP8AAAPAAAAoAAAKoAAAAAAAAAAAAAAAAAAAA	0	"Join if you dare"	
712	NightFlyers	2015-08-10	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	Be Free ... Fly away	
713	secret	2015-08-11	AQ4OBAAwDAdVar/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/VWq/9Var/1Vqv/	0	dont join ;)	
714	Pumpkins	2015-08-11	AQ4OBAA4NAAADwAAAPAAAF9AAFn5QBaZpQFlllQWWWVBZZZUVllpUWWVlAaZWUBZlpABmaQACpkA	0	Have courage. Be kind.	
